1,AUTO-240-4,AUTO THEFT - AUTOS,2023-10-23,1716,2900 DISTRICT AVE,FAIRFAX,VA,22031
1,SERV-37,SERVICE - MISSING JUVENILE,2023-10-23,1702,3300 LOCKHEED BLVD,ALEXANDRIA,VA,22306
1,SERV-37,SERVICE - MISSING JUVENILE,2023-10-23,1739,3000 CENTREVILLE RD,HERNDON,VA,20171
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-10-23,1756,7900 RICHMOND HWY,ALEXANDRIA,VA,22306
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-10-23,1732,7400 LITTLE RIVER TPKE,ANNANDALE,VA,22003
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,1803,9000 LONE STAR CT,LORTON,VA,22079
1,AUTO-240-4,AUTO THEFT - AUTOS,2023-10-23,1538,6900 RICHMOND HWY,ALEXANDRIA,VA,22306
1,FRAUD-26B-1,FRAUD - CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD,2023-10-23,1838,13300 COPPERMINE RD,HERNDON,VA,20171
1,SERV-32,SERVICE - STOLEN AUTO RECOVERY OTHER JURISDICTION,2023-10-23,1845,1700 WHITEWOOD LN,HERNDON,VA,20170
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-10-23,1707,5800 CROSSROADS CTR,FALLS CHURCH,VA,22041
1,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2023-10-23,1800,3700 MICHELE CT,OAKTON,VA,22124
1,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-10-23,0100,3100 WATERSIDE LN,ALEXANDRIA,VA,22309
1,SUSP-1,SUSPICIOUS - EVENT,2023-10-23,1907,8500 GAMBEL OAK DR,SPRINGFIELD,VA,22153
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,1839,8200 RUSSELL RD,ALEXANDRIA,VA,22309
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,1909,6600 ARLINGTON BLVD,FALLS CHURCH,VA,22042
1,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2023-10-23,1908,2000 TAMANI DR,HERNDON,VA,20170
2,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2023-10-23,1908,2000 TAMANI DR,HERNDON,VA,20170
1,SERV-2,SERVICE - CIVIL DISPUTE,2023-10-23,1812,6500 COLUMBIA PIKE,ANNANDALE,VA,22003
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,1856,6200 WINDWARD DR,BURKE,VA,22015
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,1852,8800 OLIVE MAE CIR,FAIRFAX,VA,22031
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,1926,12100 FAIRFAX TOWNE CTR,FAIRFAX,VA,22033
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,1923,7200 ARLINGTON BLVD,FALLS CHURCH,VA,22042
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-10-23,1923,7200 ARLINGTON BLVD,FALLS CHURCH,VA,22042
3,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-10-23,1923,7200 ARLINGTON BLVD,FALLS CHURCH,VA,22042
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-10-23,1856,7300 RICHMOND HWY,ALEXANDRIA,VA,22306
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-10-23,1733,1500 CORNERSIDE BLVD,VIENNA,VA,22182
1,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2023-10-23,1954,4900 FRAN PL,ALEXANDRIA,VA,22312
2,DRUG-35A-13,DRUGS - OTHER,2023-10-23,1906,6000 KNOLLWOOD DR,FALLS CHURCH,VA,22041
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,1906,6000 KNOLLWOOD DR,FALLS CHURCH,VA,22041
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,1954,1800 CAMERON GLEN DR,RESTON,VA,20190
1,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-10-23,1952,13300 GLEN ECHO CIR,HERNDON,VA,20171
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,1957,5300 JERELL CT,BURKE,VA,22015
2,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,1632,5600 CHELMSFORD CT,BURKE,VA,22015
1,TELE-90Z-1,TELEPHONE - RECORD/INTERCPT/OTHER VIOLATION,2023-10-23,1632,5600 CHELMSFORD CT,BURKE,VA,22015
1,SERV-1,SERVICE - POLICE SERVICE,2023-10-23,1953,7600 MCWHORTER PL,ANNANDALE,VA,22003
1,SERV-1,SERVICE - POLICE SERVICE,2023-10-23,2036,7200 COMMERCE ST,SPRINGFIELD,VA,22150
1,SERV-23,SERVICE - MISSING ADULT,2023-10-23,1830,6400 ROCK HOLLOW LN,CLIFTON,VA,20124
1,SUSP-1,SUSPICIOUS - EVENT,2023-10-23,2045,14900 RED POST CT,CENTREVILLE,VA,20121
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,1957,5900 LEESBURG PIKE,FALLS CHURCH,VA,22041
3,PUB-90Z-6,PUBLIC SAFETY - OBSTRUCTION OF JUSTICE,2023-10-23,1957,5900 LEESBURG PIKE,FALLS CHURCH,VA,22041
2,WEAP-520-9,WEAPONS - BRANDISHING,2023-10-23,1957,5900 LEESBURG PIKE,FALLS CHURCH,VA,22041
1,SERV-1,SERVICE - POLICE SERVICE,2023-10-23,2035,3500 LION RUN,FAIRFAX,VA,22030
1,SERV-1,SERVICE - POLICE SERVICE,2023-10-23,1548,3300 WILKINS DR,FALLS CHURCH,VA,22041
1,SERV-1,SERVICE - POLICE SERVICE,2023-10-23,2127,7900 RICHMOND HWY,ALEXANDRIA,VA,22306
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,2134,8300 BROCKHAM DR,ALEXANDRIA,VA,22309
1,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2023-10-23,1241,4700 TAPESTRY DR,FAIRFAX,VA,22032
1,SUSP-1,SUSPICIOUS - EVENT,2023-10-23,2124,11800 SAINT TRINIANS CT,RESTON,VA,20191
1,SERV-9,SERVICE - OPEN DOOR,2023-10-23,2146,6500 POHICK BAY DR,LORTON,VA,22079
1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,2158,6000 ARGYLE DR,FALLS CHURCH,VA,22041
1,SERV-2,SERVICE - CIVIL DISPUTE,2023-10-23,1830,3200 RIO DR,FALLS CHURCH,VA,22041
1,SERV-1,SERVICE - POLICE SERVICE,2023-10-23,2059,7500 LITTLE RIVER TPKE,ANNANDALE,VA,22003
2,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2023-10-23,2232,1900 CHAIN BRIDGE RD,MCLEAN,VA,22102
3,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-10-23,2232,1900 CHAIN BRIDGE RD,MCLEAN,VA,22102
1,LARC-280-1,STOLEN PROPERTY: BUYING; RECEIVING; POSSESSING,2023-10-23,2232,1900 CHAIN BRIDGE RD,MCLEAN,VA,22102
